,0
0,3.239432040782982
1,3.438898292104277
2,3.2669723281453185
3,3.4159150665078455
4,3.581875696632532
5,3.4272886303613856
6,3.240036292016445
7,3.3619178152934968
8,3.3038470283033616
9,3.1768316428702845
10,3.405859997488675
11,3.198093850419781
12,3.362547100186398
13,3.4361267986319395
14,2.9734415692555194
15,3.1372187251638732
16,3.1771908519352268
17,3.3028705974211467
18,3.163480674135455
19,3.1471145659979705
20,3.227716268284425
21,3.0971850284829316
22,3.125532927489221
23,3.1057221482632196
24,2.9701002518258615
25,3.2085925380108637
26,3.2787664173294635
27,3.1936820885251853
28,3.191965003413068
29,3.243162385052934
30,3.152181433255259
31,3.201741568618736
32,3.2908643274114695
33,3.1555839042586116
34,3.657287563659125
35,3.1443500215883966
36,3.0760940420876284
37,3.3371322908039103
38,3.0609977275361393
39,3.1739967512721092
40,3.0553938823935276
41,3.2187982768786854
42,3.201741568618736
43,3.1249900439675002
44,3.0608702678058934
45,3.1911345107192206
46,3.3385635640760283
47,3.0657990593868742
48,3.1452599700408754
49,3.0892785620680754
50,3.1622445096861056
51,3.1219129033255677
52,3.1925485343936124
53,3.1096535401915997
54,3.237521393656087
55,3.2170866476614854
56,3.071964608522476
57,3.0426035049445312
58,3.1267793768557124
59,3.1924265835591012
60,3.0662876307667095
61,3.087525619096919
62,3.4344041570218993
63,3.093995717324726
64,3.087731919259114
65,3.2369422910797057
66,3.129643148803984
67,3.1724913601798517
68,3.146114281721633
69,3.0505198347126057
70,3.286897079991777
71,3.1222909320193013
72,3.1656612868526346
73,3.260518783993072
74,3.2122180451806543
75,3.1342156819679774
76,3.0337814070533407
77,3.104556890838954
78,3.125863073911987
79,2.967681053076883
80,3.106300577552237
81,3.0545225943708223
82,3.122003567093874
83,3.1410418836641147
84,3.1269616216902034
85,3.2052476117395736
86,3.1473788944457097
87,3.1483316884663077
88,3.0316565202510586
89,3.0867779297538864
90,3.1518939349525956
91,3.0497456721955656
92,3.061264170380313
93,3.0892785620680754
94,3.1082574986203024
95,3.1085825612307767
96,3.0471967875533164
97,3.0731025347643133
98,3.175159023086304
99,3.052010188640783
100,3.014588236360694
101,3.0489786685677314
102,3.201899651021211
103,2.967681053076883
104,3.090762457563177
105,2.9734415692555194
106,3.1894300219038616
107,2.982287309431956
108,3.033972921656942
109,3.0471967875533164
110,3.00532973034956
111,3.0677232075147782
112,3.0471967875533164
113,3.0337814070533407
114,3.033972921656942
115,3.0337814070533407
116,2.9582913903982653
117,2.9900649911445263
118,3.032120262355106
119,3.073642881009554
120,3.057382205942752
121,2.994396991238266
122,3.087542092719923
123,3.1007403726357303
124,3.0553938823935276
125,3.0892785620680754
126,2.9975408412620563
127,3.060249323166283
128,3.0626205875597603
129,3.125863073911987
130,2.9493027535537895
131,3.0564028626746564
132,3.0731025347643133
133,3.0337814070533407
134,2.9777371472639764
135,3.0337814070533407
136,2.9950931724830587
137,3.064005164202057
138,3.0286873356490824
139,3.0337814070533407
140,3.0054334939935794
141,3.057382205942752
142,2.984493077893895
143,2.9777371472639764
144,3.035319831752224
145,3.0442830778678114
146,3.111688998502517
147,3.057382205942752
148,3.0627358769260677
149,3.0337814070533407
150,3.051638991704239
151,2.9804126294496096
152,3.033972921656942
153,3.0337814070533407
154,3.0971850284829316
155,3.0337814070533407
156,3.0557616924008313
157,3.062815760214159
158,2.9589510719113714
159,3.057382205942752
160,3.054124829410388
161,3.032120262355106
162,3.033972921656942
163,3.0286873356490824
164,3.0677232075147782
165,3.0228137662912657
166,3.0337814070533407
167,3.1029390062304802
168,2.942712135935037
169,3.057382205942752
170,3.0763580699655977
171,2.9804126294496096
172,3.060249323166283
173,3.0337814070533407
174,2.981921969938501
175,3.103243261053934
176,2.967681053076883
177,3.0460191173504514
178,2.967681053076883
179,2.994662594837128
180,3.0337814070533407
181,3.0163664362434353
182,3.033972921656942
183,3.0471967875533164
184,3.0337814070533407
185,2.9777371472639764
186,2.9600232411393037
187,3.009861992322648
188,3.052010188640783
189,3.0379815719319567
190,2.9701002518258615
191,3.0337814070533407
192,2.979972008040018
193,3.0337814070533407
194,3.052010188640783
195,3.0286873356490824
196,3.015647532030678
197,3.033972921656942
198,2.9701002518258615
199,3.033972921656942
200,2.967681053076883
201,3.052010188640783
202,2.979972008040018
203,2.981731358664239
204,3.0199475953493162
205,3.0337814070533407
206,3.015647532030678
207,3.05486672535264
208,3.038466441913227
209,2.9777371472639764
210,3.00532973034956
211,3.0197271437128292
212,3.090762457563177
213,2.9777371472639764
214,3.0030762718119175
215,3.0228137662912657
216,2.992351568897345
217,3.0286873356490824
218,3.0286873356490824
219,3.0197271437128292
220,2.9734415692555194
221,3.0199475953493162
222,3.060679699904595
223,3.0337814070533407
224,3.0625966215097433
225,3.0337814070533407
226,2.9701002518258615
227,3.0337814070533407
228,3.033972921656942
229,2.925735909137623
230,3.0286873356490824
231,3.0337814070533407
232,2.925735909137623
233,3.0337814070533407
234,2.967681053076883
235,3.0212272184977222
236,3.0337814070533407
237,3.057382205942752
238,3.0286873356490824
239,2.994396991238266
240,3.015647532030678
241,3.033972921656942
242,2.968861775100533
243,3.033972921656942
244,3.0337814070533407
245,3.0286873356490824
246,3.0337814070533407
247,3.0337814070533407
248,2.9777371472639764
249,3.0199475953493162
250,2.9804126294496096
251,3.0460191173504514
252,2.984493077893895
253,3.033972921656942
254,2.9701002518258615
255,3.0337814070533407
256,2.9804126294496096
257,2.9600232411393037
258,3.0199475953493162
259,3.057382205942752
260,3.0337814070533407
261,2.9777371472639764
262,3.087731919259114
263,3.025677993621244
264,3.033972921656942
265,3.0499363213542336
266,3.0337814070533407
267,3.0337814070533407
268,3.0471967875533164
269,3.033972921656942
270,3.00310532302428
271,2.9600232411393037
272,3.0054334939935794
273,3.0240335736208115
274,2.9600232411393037
275,2.9804126294496096
276,2.9777371472639764
277,3.0054334939935794
278,3.0337814070533407
279,2.967681053076883
280,3.0337814070533407
281,2.968861775100533
282,3.057382205942752
283,2.9804126294496096
284,3.1286458895614513
285,3.0471967875533164
286,3.0337814070533407
287,3.0337814070533407
288,3.033972921656942
289,3.0337814070533407
290,3.0337814070533407
291,2.9701002518258615
292,2.967681053076883
293,2.94451667205342
294,3.057382205942752
295,2.967681053076883
296,3.0337814070533407
297,3.0199475953493162
298,3.0286873356490824
299,3.0337814070533407
300,2.9804126294496096
301,3.0337814070533407
302,2.9804126294496096
303,3.015647532030678
304,3.057382205942752
305,3.0337814070533407
306,2.9900649911445263
307,3.0337814070533407
308,3.0337814070533407
309,3.0337814070533407
310,3.0286873356490824
311,2.994396991238266
312,3.0286873356490824
313,3.0337814070533407
314,2.968861775100533
315,3.0337814070533407
316,3.0337814070533407
317,3.0337814070533407
318,3.0337814070533407
319,2.9777371472639764
320,2.981921969938501
321,2.9701002518258615
322,3.0286873356490824
323,3.021501510551862
324,3.0337814070533407
325,3.0337814070533407
326,2.9600232411393037
327,3.0337814070533407
328,2.9600232411393037
329,3.0337814070533407
330,2.9701002518258615
331,3.0471967875533164
332,3.0337814070533407
333,2.9600232411393037
334,3.0337814070533407
335,3.057382205942752
336,2.9804126294496096
337,2.942712135935037
338,3.0337814070533407
339,3.0337814070533407
340,3.057382205942752
341,2.9777371472639764
342,3.0337814070533407
343,3.0337814070533407
344,3.0286873356490824
345,2.9701002518258615
346,3.0286873356490824
347,2.967681053076883
348,2.9600232411393037
349,3.0337814070533407
350,3.0337814070533407
351,3.033972921656942
352,3.0738200288214657
353,3.0030762718119175
354,3.0337814070533407
355,3.0337814070533407
356,3.057382205942752
357,2.9701002518258615
358,2.9975408412620563
359,3.033972921656942
360,3.0337814070533407
361,3.033972921656942
362,2.9804126294496096
363,3.057382205942752
364,3.0337814070533407
365,3.0337814070533407
366,3.0337814070533407
367,3.0337814070533407
368,3.033972921656942
369,3.0337814070533407
370,3.057382205942752
371,3.033972921656942
372,2.9600232411393037
373,2.9777371472639764
374,3.060249323166283
375,3.0337814070533407
376,2.9701002518258615
377,3.0337814070533407
378,3.057382205942752
379,3.057382205942752
380,3.0337814070533407
381,3.033972921656942
382,3.0337814070533407
383,3.015647532030678
384,3.057382205942752
385,2.9777371472639764
386,3.057382205942752
387,3.0460191173504514
388,3.033972921656942
389,3.033972921656942
390,2.9600232411393037
391,3.0228137662912657
392,3.0471967875533164
393,2.9804126294496096
394,3.0199475953493162
395,3.060249323166283
396,2.9600232411393037
397,3.033972921656942
398,3.0199475953493162
399,2.9701002518258615
400,3.0337814070533407
401,3.0337814070533407
402,3.090762457563177
403,3.057382205942752
404,2.9701002518258615
405,3.033972921656942
406,3.033972921656942
407,3.033972921656942
408,2.967681053076883
409,3.0228137662912657
410,3.057382205942752
411,3.057382205942752
412,3.0337814070533407
413,2.9804126294496096
414,3.0337814070533407
415,3.0337814070533407
416,3.0337814070533407
417,3.0337814070533407
418,3.0337814070533407
419,3.0161024100802853
420,2.9493027535537895
421,3.0892785620680754
422,3.057382205942752
423,3.0379815719319567
424,3.0337814070533407
425,2.9777371472639764
426,2.967681053076883
427,3.0286873356490824
428,3.033972921656942
429,3.0471967875533164
430,3.033972921656942
431,3.0337814070533407
432,3.0337814070533407
