,0
0,4.668644177510646
1,4.792615364801477
2,4.970435527575986
3,4.885238842879085
4,5.048737702588448
5,4.922187975610404
6,4.773401514315842
7,4.881427157197277
8,4.840554530239491
9,4.727272320061927
10,4.865113079542995
11,4.796759113614578
12,4.925073030264658
13,4.7831254717760014
14,4.843906152905794
15,4.916084957312561
16,4.898588633115749
17,4.825993476056862
18,4.765607305342144
19,4.8110193609709615
20,4.829520603067012
21,4.7979156139926005
22,4.800366814097959
23,4.774037183590722
24,4.795246818694892
25,4.7352586275586335
26,4.852011265002523
27,4.8523886418164
28,4.66216755725401
29,4.847071140753141
30,4.8456573784635895
31,4.793055308857065
32,4.805177129706111
33,4.760753318700429
34,4.850894033119838
35,4.720851884518737
36,4.833320463614468
37,4.712250164564106
38,4.829210181763634
39,4.620960872201029
40,4.624908007628769
41,4.832856097717166
42,4.764496677656933
43,4.728720910351004
44,4.713383658907572
45,4.837285859692327
46,4.715690867256701
47,4.816203124128436
48,4.712450775123161
49,4.793747326228633
50,4.756830184868652
51,4.449884609887778
52,4.791040316844123
53,4.825859402633926
54,4.558236590760805
55,4.6754914255754905
56,4.539402791874046
57,4.534082012893346
58,4.618327076280671
59,4.565484200010045
60,4.4488033244341505
61,4.615678760261025
62,4.540251698709779
63,4.5324517822348005
64,4.410964804525787
65,4.614677052149705
66,4.526992001774813
67,4.620549015964023
68,4.512429898471732
69,4.497546135447543
70,4.62167077671502
71,4.460375837259877
72,4.624404026999895
73,4.33137789734717
74,4.363134480668678
75,4.504309628715127
76,4.369426399043338
77,4.361299219615703
78,4.55552978787562
79,4.343752127108721
80,4.338176531075428
81,4.410689582136549
82,4.450987422997683
83,4.464163806994374
84,4.392298028261999
85,4.315353976986391
86,4.394231491805646
87,4.344170904663325
88,4.387146798665402
89,4.162045755720316
90,4.457377850785074
91,4.4367350035286295
92,4.1845209482500865
93,4.369270913895908
94,4.183597130108716
95,4.399945424655717
96,4.279252575754961
97,4.295803427943716
98,4.216932152810516
99,4.1815279805313565
100,4.1805999675891625
